Palabra	Texto	Folio	Página
mitemaes	<i>señoreo</i> de tal manera que no se le revelo <i>señor</i> contra el - en todo este termino arriba dicho que no lo castigo con mucha prudençia por no usar crueldades ordeno de mudarles de unos valles a otros y de unas tierras a otras y a estos mudados llamavan los <i>yndios</i> <b>mitemaes</b> porque si en una <i>provinçia</i> avia un <i>señor</i> cruel o ynobediente a lo quel mandava mudavalo de aquella tierra o balle a el y a toda su generaçion y a todos los <i>yndios</i> que a el eran sujetos y de otro valle o <i>provinçia</i> traya otro alli a su tierra y ponialo alli de la misma manera que a el le mudava y les dava otras tantas tierras como en su tierra misma tenian	43r-43v	191-192
mitimaes	tubieron una gentelidad que al <>señor</i> que los governava en descreçion e quieta paz lo enbalsamavan con un balsamo de tan gran virtud que nunca se le cay el cabello ni se le pierde la figura sino questa tan entero como si estubiese vivo salvo que como aquel valsamo lo deshaçen con una tierra colorada que se llama yznra [sic por <i>ychma</i>] queda el cuero un poquito de color çetrino. Este valsamo lo tienen tan escondido que nunca e podido saver dellos qué arbol es, salvo que me dixo una <i>yndia</i> averlo alla en las montañas y los <b>mitimaes</b> que alla estan lo conoçen 	44r	193
mitimaes	como le deçian los <i>governadores</i> que avian muchas heredades que no llevavan fruto por falta de agua, haçeles y da endustria que saquen agua de los rios por azequias que nosotros llamamos arbanares y azeles yr dos leguas y una legua hasta que alcanze aquellas tierras con el agua y puesto todo esto en orden haceles que cada <i>parzelidad</i> tenga quenta de aderezar aquellas azequias si en los ynbiernos fortuytos las rompieran las aguas cada uno aderezase lo que le cupiese y de los <i>caminos reales</i> por el consiguiente y los <i>depositos</i> estubiesen aderezados y cubijados porque las aguas no los moxase en el ynbierno y los <i>tanvos reales</i> por el consiguiente estubiesen cubijados y adereçados por aquellos <i>prinçipales</i> y <b>mitimaes</b> mudados que arriba ba dicho y declarado.	44v	194
Mocha	Traydo a <i>Quito</i> el moço [Atabalipa] se rehiço de mucha gente y buena y rebolvio sobre los <i>cañares</i>. Viendo los <i>cañares</i> que no se podian anparar con el, determinaron de salir de paz y enbiaron diez mil niños con flores en las cabeças sus girnaldas, a pedir misilicordia y que no hiçiese mal a su <i>provinçia</i> ni a sus padres. Y el malvado cruel mando poner toda la gente del un cabo y del otro de los niños y tomolos en medio y los hiço degollar a todos. Esto fue hecho entre dos <i>pueblos</i> que se dize el uno <b>Mocha</b> y el otro <i>Anbato</i>.	48v	202
morletudos	y el caminó y se fue la buelta de los <i>guambos</i> <i>Guancabanba</i> y se fue haçia los <i>paltas</i> y los <i>capitanes</i> que por los llanos venian se subieron por <i>Caxas</i> y los enbio que fuesen haçia <i>Carrochanbo</i> y se bajasen a <i>Tunbez</i> y  el se fue a bajar por los <b>morletudos</b> questan como los canales [sic por <i>cañares</i>]	47r	199
moxos	Envio [Hernando Piçarro] sus capitanes y repartioles la tierra porque enbio [a] Alonso de Alvarado a los <i>chachapoyas</i> [a] su conquista y a Horbina a La Culata y a Pero Ançules envio a los <b>moxos</b> y con ellos mucha gente de la de don Diego de Almagro y a Bergara a los <i>gracamoros</i> y a Mercadillo a los <i>chupachos</i> y a todos los encargo los soldados que le avian servido en aquella vatalla [contra Almagro]	28v	161
moxos	El governador Piçarro antes que muriese avia proveydo de capitan a un Pero Alvarez Oliguin que avia sido amigo del adelantado Almagro por capitan que se entrase a los <b>moxos</b> y los poblase. Con alguna gente enviaron los vezinos del <i>Cuzco</i> por el y ue viniese a bolver por ellos y fuese su capitan ofreçiendole dineros y armas y cavallos y todo lo que quisiese y que lebantase bandera y les favorezca en sonbre de su magestad e ajuntaron la gente que pudieron y avaxaronse haçia <i>Xauxa</i> Alonso de Alvarado y sus <i>chachapoyanos</i>.	30v	165
Moyna	Almagro saliose del <i>Cusco</i> con toda su gente y el <i>ynca</i> quisose ir con el y dejo dos de a caballo que lo llevasen y sacaronlo una noche y llevaronlo hasta la angostura de Mayria [sic por <b>Moyna</b>]. Como Juan Pizarro lo supo salio tras el con diez de a caballo y tornolo al <i>Cusco</i>	17r	138
Moyna	Y estando [Guayna Capac] en el <i>Cuzco</i> quieto y paçifico inieronle nuevas que los <i>chonos</i> y <i>guancavilcas</i> en La Culata se le avian revelado contra su <i>governador</i> <i>señor</i> de <i>La Puna</i>. Aperçivio toda su gente de guerra y toma sus <i>capitanes</i> e ynbialos que bayan haçia [a]lla poco a poco y el quedose en el <i>Cuzco</i> con su hijo el <i>Guascar</i> que era el mayorazgo y ordeno que quedasen por sus ayos y <i>governadores</i> <i>Ylla Oma Tizo</i>, su primo <i>Yupangui</i>, tambien su primo <i>señor</i> de <i>Urcos</i> y [de] <b>Moyna</b>. 	46v	198
Moyna	savido por el <i>Guascar</i> y por sus tios, adereçan su gente y vienen a reçevirle a la puente de <i>Apurima</i> y alli le desvarataron y bolvio fuyendo [sic por huyendo]. Yba tras el el <i>señor</i> de <i>Urcos</i> y <b>Moyna</b> con mucha gente. Yvale dando alcanze y el fuese retrayendo azia <i>Jauxa</i> creyendo que los <i>guancas</i> le favoreszerian y al fin fuese retrayendo haçia los <i>chachapoyas</i>	48r	201
muger/mugeres/mujer	Visto el pobre <i>señor</i> [Mango Inga] el poco remedio que tenia y no tener a quien se quexar, visto ser robada su <i>casa</i> y forçadas sus <b>mugeres</b>, se fuyo [sic por huyó] al balle del <i>Tanpo</i>, apellido todo el <i>reino</i> y puso cerco sobre el <i>Cusco</i>. 	18v	141
muger/mugeres/mujer	embiar las <b>mugeres</b> / fuera de la tierra y asy las embiamos a <i>Panama</i> y dellas se quedaron en <i>Payta</i> por que a la sazon estaban dos navios, vno del marques del Valle y otro de don Pedro de Albarado. Quedose la <b>muger</b> de Alcantara y la de Juan de Osorno y la portuguesa y mi <b>muger</b> y las demas <b>mugeres</b> pasaronse a Tierra Firme, a <i>Panama</i>.	19v/20r	143 - 144
muger/mugeres/mujer	si aquello Su Magestad sabla que avía de castigar a todos los [pizarristas] que se avian hallado en los malos tratamientos de aquel <i>señor</i> Manu ynga [sic por <i>Mango Inga</i>], rovos de su casa, plata y oro y fuerças de sus <b>mugeres</b> hechas y muertes de hombres; y capitanes que los <i>naturales</i> mataron en <i>Xauja</i> y <i>Picoy</i> y <i>Angaraes</i>, con el capitan Morgodexo y Gonçalo de Tapia.	24r	152
muger/mugeres/mujer	Y como el governador Piçarro avia enviado al <i>inga</i> aquel quartago arriva dicho y el <i>ynga</i> lo avia enviado a llamar, fuimos alla con el a un <i>tanbo</i> questa en las espaldas de <i>Biticos</i>, arriva de <i>tanbo</i>, entre unas sierras y enbiamos mensajero al <i>inga</i> para que biniese a berse con el y el <i>ynga</i> hecho una çelada que tomase un paso para matar al gobernador Piçarro. Fue dios servido que andavamos çiertos soldados en un <i>pueblo</i> de <i>yndios</i> y bimos pasar unos <i>hindios</i> por la sierra a tomar el paso benimos a fisar al governador y salimonos uyendo y aorco el <i>ynga</i> al quartago de una peña - y como lo supiese el governador Piçarro enbio a su hermano Gonçalo Piçarro tras el <i>ynga</i> y prendile la <b>muger</b> que era una <i>señora coya</i> e hiçola aorcar y quemar. Dezia tantas lastimas aquella <i>señora</i> que a todos puso gran lastima.	29v - 30r	163 - 164
muger/mugeres/mujer	quitole una <b>muger</b> viuda doliendose del	35r	174
muger/mugeres/mujer	El tirano Pedro de Puelles mato una <b>muger</b> por contenta[r] a otra su mançeva y tubola en el rollo dos horas estando haçiendo almoneda de las cosas desta <b>muger</b> andando pregonando un <i>telarito</i> que alla los <i>yndios</i> llaman <i>ordiuiras</i>	38v	182
muger/mugeres/mujer	Mediante este tiempo se supo como benia el presidente Pedro de la Gasca, saliose el tirano Pedro de Puel[l]es de <i>Quito</i> con mucha gente haçia <i>Luiça</i> y enbio a un soldado que se avia casado alli con una <b>muger</b> de un vezino que avia el muerto un tirano que se llamava Marmolexo y enviolo a <i>Guayaquil</i> para saver de Gomez Destaçio questava por corregidor si tenia nuebas de <i>Panama</i>	38v	182
muger/mugeres/mujer	y porque sera bien dar quenta de quien fue <i>Guaynacaba</i> y su hijo el <i>Guascar</i> y <i>MangoInga</i> y <i>MarcaChinpo</i> <b>muger</b>. Estos hijos de <i>Guainacaba</i> aunque contemos al rebes y digamos de <i>MangoInga</i> que se rebelo con los <i>reynos</i> del <i>Peru</i>, tornaremos a dezir de su padre <i>Guainacaba</i> la virtud y exçelençia que tubo en governar aquellos <i>reynos</i> y tenellos en paz	43r	191
muger/mugeres/mujer	en las sierras ay otra orden que en los llanos, que los <i>yndios</i> que texen e ylan e haçen ropa llaman <i>cunbicos</i> que nosotros llamamos texedores y a las <b>mugeres</b> les haçia trabajar y azer comidas y senbrar sus legunbres, <i>papas</i>, <i>mayz</i> o la <i>quinoa</i>, <i>camotes</i> que en Santo Domingo llamavan <i>vatatas</i>, calavazas que en otra parte les llaman <i>auyamas</i>	43v	192
muger/mugeres/mujer	y tenia una <b>muger</b> aquel <i>señor</i> [Otavalo] muy hermosa y <i>señora de la tierra</i>  y [Guaynacava] tomola por <b>muger</b>	47v	200
muger/mugeres/mujer	y como tomase aquella <i>señora</i> por su <b>muger</b> empreñose del [de Guaynacava] y pario un hijo que se llamo <i>Atavalipa</i> tomando el nonbre del valle que se dezia <i>Otavalo</i>	47v	200
muger/mugeres/mujer	proveyo ansimismo que en los llanos que llaman <i>yungas</i> ylasen las <b>mugeres</b> y texesen algodón para bestir a sus maridos y para dar tributos al <i>ynga</i> 	43v	192
muger/mugeres/mujer	y como no tubiesen - creençia ninguna ni creyesen en dios por no aver quienes los dotrinase adoravan al sol y a la luna y ordenole ofreçiesen al sol oro y platay ganados de las <i>obejas</i> que en sus tierras avia y como el demonio anduviese entre ellos con sus apariençias y enduzimientos zegoles el entendimieno y de hedad en hedad los fue engañando y diziendo matasen niños y <b>mugeres</b> y las enterrasen con los muertos y sacrificasen al sol niños y bertiesen la sangre dellos por los <i>adoratorios</i> que hiçieron para el sol 	43v-44r	192-193
muger/mugeres/mujer	asimesmo del <i>ganado del sol</i> y de las <i>guacas</i> y <i>adoratorios</i> que en todas las <i>provinçias</i> abia y lo aclaren todo y al repartimiento de las tierras ansi las que eran del <i>señor ynga</i> como de las del sol, de los <i>yndios</i> que en cada <i>provinçia</i> ay el dia de oy para tasarlos lo que podran trebotar [sic por tributar] a sus encomenderos ... y restaurar a los <i>señores</i> en sus <i>señorios</i> y tornarles sus patrimonios porque ay algunos desposeidos de ellos ... como se sepa la cantidad de los <i>yndios</i> que obiere se les señalen tierras que puedan labrar asta diez anegas y ocho de tierras cada <i>yndio</i> con su <b>mujer</b> y ijos.	50v	206
natural/naturales	ya el gobernador Piçarro habia enviado a Niculas de Ribera el viejo a ver a <i>Pachacama</i> creyendo de poblar alli y los <b>naturales</b> le llevaron al valle de <i>Lima</i> y le mostraron el puerto del <i>Callao</i> y de alli se subio al <i>tambo real</i> de <i>yunga</i> [sic por yngia] y alli fundo la <i>ciudad</i> de Los Reyes.	16r	136
natural/naturales	tenian noticias ser muerto el governador Piçarro y tomada toda la tierra de los <b>naturales<b> y tomando <i>lengua de los yndios</i> para bolverse por los llanos por no bolver por los puertos de niebe y sierras por donde avia ydo tuvo muy grande ardi [sic] a la buelta que sabido aver poca agua por los <i>caminos</i> embio <i>yndios</i> con españoles que abriesen los poços / del agua y encamina su gente de doze en doze con su servicio por que fuesen proueidos de agua porque el quiso quedarse en <i>Chile</i> con alguna gente	20v-21r	145-146
natural/naturales	si aquello Su Magestad sabla que avía de castigar a todos los [pizarristas] que se avian hallado en los malos tratamientos de aquel <i>señor</i> Manu ynga [sic por <i>Mango Inga</i>], rovos de su casa, plata y oro y fuerças de sus <i>mugeres</i> hechas y muertes de hombres; y capitanes que los <b>naturales</b> mataron en <i>Xauja</i> y <i>Picoy</i> y <i>Angaraes</i>, con el capitan Morgodexo y Gonçalo de Tapia.	24r	152
natural/naturales	y por un sermon que pedrico [sic por predicó] el regente que fue por obispo a las <i>Charcas</i> que dixo matasen a todos y no quedase nynguno hiçose un rastro de cuerpos muertos mas que de puercos y <i>carneros</i> se haçen en una <i>çiudad</i> sin los que mataron los <b>naturales</b> por los campos por un mandamiento que Vaca de Castro les dio a los <i>yndios</i> que los matasen y no miravan si heran de los de <i>[C]hile</i> o de los suyos hasta que se allaron algunos algunos muertos y ser de los suyos	32r	168
natural/naturales	Diose tanta prisa el bisorrey y bino tan secreto porque lo encubrian los <b>naturales</b> biendo que los favoreçia	35r	174
natural/naturales	me de liçençia para enpremir esta coronica pues fui el primero que a Su Magestad yo la di. Al Marques de Cañete avise de todas las cosas en el <i>Peru</i> acontezidas y me conçeda las merçedes que pudo pues es poco y porque declarare quien son los <b>naturales</b> y de donde se fundaron aquellos <i>reynos</i> con legitima autoridad y evidente claridad	40v	186
natural/naturales	dibio [sic por debio] de ser verdad porque <i>señoreo</i> por amor y temor y tubo en mucha raçon todos los <b>naturales</b> e hizo <i>caminos</i> por la sierra y por los valles y por los llanos y si avia menester escaleras de piedras las haçia en todos estos terminos y longura de tierra arriba ... haçiendo calzadas cortando peñas de manera que todo quedase ygual que fue cosa dina de entender y ber y saber y no ubo <i>señor</i> en el mundo 	43r	191
Nicaragua	[El governador Francisco Piçarro conminó a] Alonso de Alvarado, que andaba conquistando el <i>Chachapoes</i> que se viniesen y aviso a los vecinos de Truxillo despoblasen el pueblo y se fuesen a <i>Lima</i> porque estaba en terminos de se perder la tierra … despacho a Juan de Berrio que fuere a <i>Panama</i> y hiziese gente y con brevedad se beniese. Escreuio a <b>Nicaragua</b> le encaminase quanta gente pudiese que estaba la tierra en terminos de se perder.	19v	143
Nicaragua	envio el tirano [Gonçalo Piçarro] a correr la costa azia <i>Payta</i> a un don Baltasar e hijo del Conde de la Gomera y robo artas yeguas y cavallos a do me robo un cavallo y tres yeguas que me traian de <b>Nicaragua</b> un Juan Griego	35v	175
Nicaragua	Verdugo, mi vezino, prendio algunos vezinos que alli avian quedado que no avian ydo con el tirano y enbarcose y fuese a <b>Nicaragua</b> sin haçer cosa ninguna buena y de alli se bino a Castilla.	36v	177
Nicaragua	como se tubiese nooçia que Berdugo e[n] <b>Nicaragua</b> hiçiese gene y fuese al Nombre de Dios y matase alli a un Carabaxal y a otros 	38r	180
Nicaragua	Ynoxosa desde <i>Panama</i> avia enviado a Palomino a <b>Nicaragua</b> y alla Palomino quemo dos o tres navios y robo el puerto y bolviose a <i>Panama</i> y llego a tiempo quel presidente Gasca avia llegado tanbien	39r	183
Nicaragua	con ebidente raçon y bastante ynformaçion se puede entender y creer que los pobladores de nuestra España pudieron aportar a las partes del sur por el mar oçeano por las raçones ebidentes y de autoridad Çesarea Magestad estando toda la tierra firme que encomiença desde la Nuruega y corre la costa a La Florida y rio de Palmas y Nueba España, <i>Yucatan</i> y Honduras, <b>Nicaragua</b>, Desaguadero de <b>Nicaragua</b>, Deragua [sic por <i>Beragua</i>], Nonbre de Dios, <i>Senu</i>, Cartaxena, Rio Grande Santa Marta, <i>Tapiparaguna</i>, Cabo de la Bela, Golfo de Neçuela [sic por Nicuesa], <i>Coquiguacoa</i>, la isla de <i>Aruba</i>, Urazao [sic por <i>Curazao</i>], <i>Paguachoa</i>, Barequiçinleto [sic por <i>Barquisimeto</i>], <i>Tucuyo</i>, <i>Burburata</i>, <i>Maracapana</i>, la punta y cabo de <i>Araya</i> y de la buelta a la costa, <i>Auyapal</i>, <i>Marañon</i>, rios que dezienden del <i>Peru</i> y Nuebo Reyno y prosigue la costa al <i>Brasil</i> y al rio de la plata y va al estrecho de Magallanes y va adelante la costa hasta llegar a la espeçeria debajo del sol	42r	189
